                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                 1.5947,                 1.2989,                 2.3172,                0.09523,                0.40768,                0.12695,                0.05337,                 2.4883,                 4.4769,                 3.6572,               0.008922,               0.008922,               0.008922
                    100,                 1.6498,                 1.3401,                 2.3375,                0.22066,                   0.35,                 0.2661,                0.14229,                 1.9905,                 4.3575,                 2.9126,               0.008911,               0.008911,               0.008911
                    101,                  1.567,                  1.386,                 2.2948,                0.51111,                 0.4799,                0.54448,                0.31393,                 1.4487,                 4.7055,                 2.2576,                 0.0089,                 0.0089,                 0.0089
                    102,                 1.5432,                 1.2405,                 2.2509,                0.69292,                0.44122,                0.48695,                0.26455,                 1.5579,                  3.727,                 2.4673,               0.008889,               0.008889,               0.008889
                    103,                 1.4753,                 1.2173,                 2.2157,                0.56235,                0.57515,                0.57327,                0.25979,                 1.7769,                 2.4594,                 2.7912,               0.008878,               0.008878,               0.008878
                    104,                 1.4302,                 1.1897,                 2.1975,                 0.5486,                0.73194,                0.75802,                0.38521,                 1.6555,                 1.6081,                  2.709,               0.008867,               0.008867,               0.008867
                    105,                 1.4564,                 1.2534,                 2.2179,                 0.5811,                 0.6375,                0.71058,                0.43078,                 1.4954,                 1.7973,                 2.4053,               0.008856,               0.008856,               0.008856
                    106,                 1.4512,                 1.1932,                  2.195,                0.56136,                0.67168,                0.78744,                0.47772,                 1.3424,                  1.839,                 2.1832,               0.008845,               0.008845,               0.008845
                    107,                 1.5129,                 1.1624,                 2.2859,                 0.5278,                0.65404,                0.69843,                0.40212,                 1.5022,                 1.7188,                   2.35,               0.008834,               0.008834,               0.008834
                    108,                 1.4491,                 1.1585,                 2.2227,                0.63973,                0.79552,                0.73012,                0.41894,                 1.4262,                  1.547,                 2.2339,               0.008823,               0.008823,               0.008823
                    109,                 1.4685,                 1.1699,                 2.1868,                0.81541,                0.95139,                0.93211,                0.64288,                 1.0977,                 1.4639,                 1.8726,               0.008812,               0.008812,               0.008812
                    110,                 1.3748,                 1.1295,                 2.1963,                0.87208,                 0.9492,                0.95311,                 0.6269,                 1.1713,                 1.3344,                 2.0079,               0.008801,               0.008801,               0.008801
                    111,                  1.407,                 1.1816,                 2.1134,                0.83738,                0.93543,                0.94627,                0.63709,                 1.1759,                 1.1736,                 1.9633,                0.00879,                0.00879,                0.00879
                    112,                 1.3942,                 1.1239,                 2.1263,                0.77117,                0.71725,                 0.8096,                0.49694,                 1.3708,                 1.3095,                 2.1217,               0.008779,               0.008779,               0.008779
                    113,                 1.4161,                  1.164,                  2.168,                0.39609,                 0.5317,                0.48252,                0.24847,                 1.9383,                 2.2951,                 2.9022,               0.008768,               0.008768,               0.008768
                    114,                 1.4894,                 1.1731,                 2.1304,                0.51659,                0.55114,                0.54006,                0.28555,                 1.6504,                 3.0515,                 2.4803,               0.008757,               0.008757,               0.008757
                    115,                  1.355,                  1.018,                 2.0836,                0.73224,                0.93716,                0.96431,                0.64741,                 1.1947,                 1.1085,                 1.9464,               0.008746,               0.008746,               0.008746
                    116,                 1.4063,                 1.0358,                 2.1686,                0.66355,                0.66993,                0.70828,                0.40568,                 1.4881,                  1.476,                 2.2543,               0.008735,               0.008735,               0.008735
                    117,                 1.4338,                 1.1124,                 2.0834,                0.37566,                0.48147,                0.30013,                0.14408,                 1.7243,                 2.4645,                 2.4908,               0.008724,               0.008724,               0.008724
                    118,                 1.3809,                 1.0734,                 2.1304,                0.63766,                0.75528,                0.69392,                0.46115,                 1.2085,                 1.7601,                 2.0172,               0.008713,               0.008713,               0.008713
